Project Name;Project Description;Project Definition;Activity Description;Activity Name;Posted time (h);Comment
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;On Focus Out / In - overview
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;3;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;4;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;On Focus Out / In - input system
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Exchange rate
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Exchange rate
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Exchange rate
2WAA068585;Ene vision;Engineering;Development;2.1.2.04;1;
2WAA068585;Ene vision;Engineering;Documentation (FDS);2.1.2.01;2;
2WAA068585;Ene vision;Engineering;Documentation (FDS);2.1.2.01;2;
2WAA068585;Ene vision;Engineering;Documentation (FDS);2.1.2.01;1;
2WAA068585;Ene vision;Engineering;Documentation (FDS);2.1.2.01;1;
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;2;
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;3;Dashboards
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;3;Manual add of the missing input data
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;5;Dashboards
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Dashboards
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;2;
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;1;
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;2;
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;1;
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;1;
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;2;
2WAA068585;Ene vision;Project management;Project meetings;2.1.1.02;1;Meeting with Jan Bitta to address needed changes
2WAA068585;Ene vision;Engineering;Simulation;2.1.2.06;3;
2WAA068585;Ene vision;Engineering;Simulation;2.1.2.06;4;
2WAA068585;Ene vision;Engineering;Simulation;2.1.2.06;4;
2WAA068585;Ene vision;Engineering;Simulation;2.1.2.06;5;Problem with NaN values in input from EneVision
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;4;
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;8;FAT day
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;VPN
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;3;Script for autodownloading data from JEPX
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;Examination of the input and output files
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;3;
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;EneVision providing wrong data in the data
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;SFTP server sending same data with wrong values
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Dashboards, script replacement for output files
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Script for archiving the old files implementation
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;"Connectivity issues.
Correction Plan"
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;Debugging Correction control plan
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;3;Debugging of Correction control plan and meeting with Jan Bitta
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;Correction plan testing
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Correction plan
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;2;Possible implementation of Correction Plan to EneVision server
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Correction plan testing
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Correction plan testing
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Correction plan test
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;1;Handover testing
2WAA068585;Ene vision;Engineering;Testing & Handover;2.1.2.07;4;Preparing of the handover
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;System installation;2.1.2.02;1;VPN installation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;Trying to install SiteEMS.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;6;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;4;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;5;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;5;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;5;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;6;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;8;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;6;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;5;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;VM for DE ABB in Azure
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;6;"Helping Bernhard and Anton with OPX 6.4.0.
Finishing H2 P2X (NO ABB).
Fixing H2 Valleys (DE ABB)."
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;4;Setting up DEMO VMs for ITABB
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;Setting up DEMO VMs for ITABB
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;optimaxdemo
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;4;Verification of every VM in DEABB Azure subscription for OS version and OPX version
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;Verification of every VM in DEABB Azure subscription for OS version and OPX version
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;OPX 640 VHD added to Azure
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;Setting up AADSSO for external user on HPP Sizing tool
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;HPP Sizing tool not working
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;Preparing 2024-07-19 OPX ks iso and uploading to Azure.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;Adding VMs for ITABB demo
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;3;New VM for P2X
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;2;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;4;OptimaxDemo fix, EUOPC VM malware fix
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;4;New 6.4 VM VHD file preparation
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;opx-hynamics-upgrade VM
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Optimax - demo;2.1.2.06;1;Check VM after upgrade
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Shell - meeting ETCA Load Scheduler
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Shell meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;2;Creation of VM and Installation of OPTIMAX
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;1;Node-red python installation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;2;Installation of OPX 6.4 VM for Shell
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;1;Backup of the old VM and deploy to new VM
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;1;Configuring VM network
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;3;Installation of the VM in Azure and adding the temp license. Modeler 1.22 installed.
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Optimax installation in DK Cloud for Norfors
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Meeting with Norfors
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;User account group creation
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;User accounts group script
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;3;Norfors user accounts
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;User accounts meeting with Lars
2WAA072499;Finland Optimax Support 2024;Engineering;Engineering;2.1.2.03;2;VM Installation in Azure
2WAA073102;Energy Efficiency module GTB EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;KO Meeting
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Modelica and Node-RED pythong install
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Tomtebostrand VM
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Modification of Nodered package with python
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Fixing AAD SSO access to Tomtebo VM
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Tomtebo - resolver issues
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Creating new VHD for SEABB Azure. Install OPX 6.4 for NUS Prestudy.
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;3;Parsing SAF files
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;2;Data Import
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Importing data into database
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Data simulation scripts
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;5;Data Simulation scripts, Dashboards
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;3;Data simulation scripts
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;2;FDS documentation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Preparing data and case scenarios
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;6;Installation of FireEye on VMs (devOps), documentation for FDS
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Gasum Dashboards
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Checking what's done so far for Gasum
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Documentation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;IAT/FAT/SAT documentation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Documentation, meetings, AAD SSO on TestVM
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;3;SAF Heat Storage value converting, FAT preparation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;6;Meetings, Model connection, SAF conversion
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;6;Meetings, Model connection, testing
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;3;Gasum data import SAF script
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;8;Debugging of optimizer, preparation of new script for 6 different files from SFTP
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Loiste data
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;7;Documentation, Scripting for SAF export, meetings for FAT
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;7;Export data, partial import to sandbox, preparation for FAT, FAT
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;2;Gasum Meeting, Export script edit
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Gasum internal meeting
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;3;SAF SFTP script
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;3;Gasum meeting, SAF script update
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Meetings, backup of old Sandbox
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;SAT documentation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Gasum Loiste SAT preparation document
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;7;Gasum meeting, SAT documentation preparation, new VM preparation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;8;SAT documentation, completing production VM
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;5;SAT
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;5;Completion of documentation
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Gasum Meeting
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;2;Test for Gasum sandbox update to 6.4
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Meeting for new Gasum project
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;3;Configuration of AAD SSO on OPX in Gasum Azure
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;4;AAD SSO - Trying to resolve problem. Install of Modelica and Optimax Docs.
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;2;Creating of VM and OPTIMAX installation
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;2;AAD SSO problem in Gasum Azure
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;1;Configuring AAD SSO on the test VM
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;1;SFTP configuration
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;1;SFTP configuration
2WAA074259;Gasum Loiste;Engineering;Installation;2.2.3.1.09;1;Setting up AAD SSO on test VM with UPN
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;2;Meetings with Gasum and FIABB
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;1;Meeting for Gasum project
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;1;Meeting for Gasum project
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;2;Meetings for Gasum project
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;2;Gasum Meeting
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;2;Meetings with Gasum and FIABB
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;1;Meeting with Gasum / FIABB
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;1;Meeting with Gasum / FIABB
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;1;Meeting with FIABB and Gasum
2WAA074259;Gasum Loiste;Engineering;Meeting;2.2.3.1.06;1;Meeting with FIABB
